regime,component_type,component_name,regime_row_count,mapped_feature_count,selected_feature_count,selected_support_ratio,stable_feature_share,feature_importance_raw,stability_score_raw,stability_support_raw,predictive_contribution_raw,predictive_consistency_raw,valid_predictive_horizon_count,mapped_features,selected_features,raw_bullish_total,raw_bearish_total,raw_reversal_total,raw_volatility_total,feature_importance_score,stability_score,predictive_contribution_score,predictive_consistency_score,coverage_score,regime_importance_score,confidence_score,bullish_contribution_score,bearish_contribution_score,reversal_contribution_score,volatility_contribution_score,rank,component_global_mean_score,relative_regime_strength,dynamic_weight_recommendation
Bear Market,planet,Pluto,655,8,4,0.5,0.2857142857142857,0.021431300007145104,1655.7498878293136,4730.548899167595,0.05806917364167693,0.44476136968758356,6,"planet_bearish_Pluto, planet_bullish_Pluto, planet_compression_Pluto, planet_reversal_Pluto, planet_trend_end_Pluto, planet_trend_start_Pluto, planet_volatility_Pluto, pluto_signal","planet_bearish_Pluto, planet_trend_end_Pluto, planet_volatility_Pluto, pluto_signal",395.63514763265806,285.5514360465879,692.9710852540385,333.0514360465879,1.0,0.7617513298171006,0.3953266169471347,0.6181859020726792,1.0,0.6907145818949173,63.8,0.6907145818949173,0.6377084358947003,0.6907145818949173,0.5976733012916691,1,0.6883515173235435,1.003432932901146,keep near global
Bear Market,planet,Jupiter,655,8,2,0.25,0.3333333333333333,0.012882173600056154,1070.5614976879615,3058.5831358009405,0.1257297623106684,0.4972177102946574,6,"jupiter_signal, planet_bearish_Jupiter, planet_bullish_Jupiter, planet_compression_Jupiter, planet_reversal_Jupiter, planet_trend_end_Jupiter, planet_trend_start_Jupiter, planet_volatility_Jupiter","jupiter_signal, planet_trend_start_Jupiter",316.209851360906,0.0,34.940365063469585,35.398835016807844,0.6010915621432807,0.4925270721799132,0.8559502136288457,0.6910963939627327,1.0,0.6733608797418988,64.41,0.5381810614387861,0.0,0.033951596911169786,0.06192853007052135,2,0.6396279427920154,1.052738372877578,keep near global
Bear Market,planet,Uranus,655,8,4,0.5,1.0,0.017374787897508612,2173.609448409976,6210.186564767668,0.04481911469006853,0.47197603979201735,6,"planet_bearish_Uranus, planet_bullish_Uranus, planet_compression_Uranus, planet_reversal_Uranus, planet_trend_end_Uranus, planet_trend_start_Uranus, planet_volatility_Uranus, uranus_signal","planet_bullish_Uranus, planet_trend_start_Uranus, planet_volatility_Uranus, uranus_signal",163.2364964385156,0.0,172.87214724497753,384.8983765901195,0.8107202032408641,1.0,0.30512211340086764,0.6560123108723853,1.0,0.6594727905005197,66.69,0.27209419704486826,0.0,0.16451548956284198,0.6594727905005197,3,0.7200068750054002,0.9159256854256753,keep near global
Bear Market,planet,Neptune,655,8,1,0.125,0.0,0.01608307920622364,0.0,0.0,0.14688910675964492,0.7194621685748078,6,"neptune_signal, planet_bearish_Neptune, planet_bullish_Neptune, planet_compression_Neptune, planet_reversal_Neptune, planet_trend_end_Neptune, planet_trend_start_Neptune, planet_volatility_Neptune",neptune_signal,161.93261621805922,0.0,71.0,56.800000000000004,0.7504481389771787,0.0,1.0,1.0,1.0,0.6501120347442946,58.13,0.26608945957131,0.0,0.06660877408748407,0.09593795614471773,4,0.469884886857319,1.3835559579120955,increase in this regime
Bear Market,planet,Saturn,655,8,1,0.125,0.0,0.012402592662767836,0.0,0.0,0.07051383453636013,0.5031783726422946,6,"planet_bearish_Saturn, planet_bullish_Saturn, planet_compression_Saturn, planet_reversal_Saturn, planet_trend_end_Saturn, planet_trend_start_Saturn, planet_volatility_Saturn, saturn_signal",saturn_signal,36.495044143187954,309.28639117294034,75.83455646917612,0.0,0.5787139678242974,0.0,0.4800480858784316,0.699381280379269,1.0,0.4251953220135254,42.12,0.039221798516163274,0.4251953220135254,0.04653079954388516,0.0,5,0.5562625225512645,0.7643788764761513,decrease in this regime
Bear Market,planet,Mars,655,8,1,0.125,0.0,0.004416695225576913,0.0,0.0,0.09785484647628362,0.573078239361951,6,"mars_signal, planet_bearish_Mars, planet_bullish_Mars, planet_compression_Mars, planet_reversal_Mars, planet_trend_end_Mars, planet_trend_start_Mars, planet_volatility_Mars",mars_signal,69.38427868161315,26.16965454723566,17.446436364823768,127.43869986993857,0.20608620214846535,0.0,0.6661817791322252,0.7965370027685671,1.0,0.3971851732333952,47.74,0.06965611349934536,0.033607035651917486,0.009999646446038422,0.13150682144441023,6,0.3249283075113633,1.2223778724465395,increase in this regime
Bear Market,planet,Mercury,655,8,1,0.125,0.0,0.0,0.0,0.0,0.030657353482866332,0.6701521812565313,6,"mercury_signal, planet_bearish_Mercury, planet_bullish_Mercury, planet_compression_Mercury, planet_reversal_Mercury, planet_trend_end_Mercury, planet_trend_start_Mercury, planet_volatility_Mercury",mercury_signal,0.0,0.0,4.9693778386633385,9.938755677326682,0.0,0.0,0.20871087148096726,0.9314627099629779,1.0,0.18554880501833854,37.66,0.0,0.0,0.0013305924868576222,0.0047911977588333985,7,0.18042989211380842,1.028370647704546,keep near global
Bear Market,planet,Moon,655,8,1,0.125,0.0,0.0,0.0,0.0,0.011479584938800094,0.4712230033021155,6,"moon_signal, planet_bearish_Moon, planet_bullish_Moon, planet_compression_Moon, planet_reversal_Moon, planet_trend_end_Moon, planet_trend_start_Moon, planet_volatility_Moon",moon_signal,0.0,0.0,10.349599487235361,16.55935917957658,0.0,0.0,0.07815137005077015,0.6549656450117001,1.0,0.13985297951776954,31.63,0.0,0.0,0.0020887196535405656,0.0060168497999016045,8,0.1661698378184777,0.8416267437809235,keep near global
Bear Market,planet,Sun,655,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,sun_signal,sun_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,9,0.1,1.0,keep near global
Bear Market,planet,Venus,655,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,venus_signal,venus_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,10,0.1,1.0,keep near global
